sex,education_level,religion_grouped,race_grouped,political_interest,employment_status,vote_intention,age_group
Male,Less than HS,Catholic,White,Pas intéressé,Retired,No,55–64 ans
Male,High School,Protestant,White,Pas intéressé,Working,No,75 ans et plus
Male,Less than HS,Protestant,White,Intéressé,Working,No,25–34 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,No,65–74 ans
Female,High School,Protestant,White,Pas intéressé,Other,No,45–54 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,No,65–74 ans
Female,Less than HS,Protestant,White,Intéressé,Unemployed,No,35–44 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,No,75 ans et plus
Female,High School,Jewish,White,Pas intéressé,Working,No,18–24 ans
Male,Less than HS,Protestant,White,Pas intéressé,Retired,No,45–54 ans
Female,Less than HS,Catholic,Other,Pas intéressé,Other,No,45–54 ans
Female,Less than HS,Protestant,Black,Intéressé,Unemployed,No,45–54 ans
Male,High School,Protestant,White,Pas intéressé,Unemployed,No,65–74 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,No,45–54 ans
Male,High School,Protestant,White,Pas intéressé,Working,No,25–34 ans
Female,Less than HS,Protestant,White,Pas intéressé,Retired,No,55–64 ans
Female,Less than HS,Catholic,White,Intéressé,Other,No,55–64 ans
Male,High School,Jewish,White,Pas intéressé,Working,No,25–34 ans
Female,Less than HS,Protestant,White,Intéressé,Other,Yes,75 ans et plus
Male,Less than HS,Protestant,White,Intéressé,Retired,Yes,18–24 ans
Male,Less than HS,Protestant,White,Intéressé,Homemaker,No,18–24 ans
Female,Less than HS,Catholic,White,Pas intéressé,Other,No,55–64 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,25–34 ans
Male,Less than HS,Protestant,White,Pas intéressé,Homemaker,No,65–74 ans
Female,Less than HS,Catholic,White,Intéressé,Unemployed,No,45–54 ans
Female,High School,Jewish,White,Intéressé,Unemployed,No,35–44 ans
Male,Less than HS,Protestant,White,Pas intéressé,Unemployed,No,55–64 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,55–64 ans
Female,High School,Protestant,White,Intéressé,Other,Yes,35–44 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,35–44 ans
Female,High School,Other,White,Intéressé,Other,No,45–54 ans
Female,Less than HS,Protestant,White,Pas intéressé,Homemaker,No,65–74 ans
Male,High School,Catholic,White,Intéressé,Retired,No,45–54 ans
Female,High School,Protestant,White,Intéressé,Unemployed,No,45–54 ans
Male,Less than HS,Catholic,White,Intéressé,Retired,Yes,55–64 ans
Male,Less than HS,Catholic,White,Pas intéressé,Retired,No,35–44 ans
Female,Less than HS,Protestant,Black,Intéressé,Retired,No,35–44 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,No,35–44 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,No,65–74 ans
Male,Less than HS,Protestant,White,Pas intéressé,Working,No,45–54 ans
Female,Less than HS,Protestant,White,Intéressé,Unemployed,No,25–34 ans
Male,Less than HS,Protestant,Black,Intéressé,Retired,No,25–34 ans
Female,High School,Protestant,White,Pas intéressé,Unemployed,No,45–54 ans
Male,Less than HS,Protestant,Black,Intéressé,Retired,Yes,45–54 ans
Female,High School,Protestant,White,Intéressé,Other,No,65–74 ans
Male,High School,Catholic,White,Intéressé,Working,No,45–54 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,Yes,55–64 ans
Male,Less than HS,Protestant,White,Pas intéressé,Homemaker,No,75 ans et plus
Female,Less than HS,Catholic,White,Pas intéressé,Other,No,55–64 ans
Female,Less than HS,Catholic,White,Intéressé,Other,No,45–54 ans
Female,Less than HS,Protestant,White,Intéressé,Other,Yes,25–34 ans
Female,Less than HS,Protestant,White,Intéressé,Other,Yes,65–74 ans
Female,Less than HS,Protestant,White,Intéressé,Other,Yes,18–24 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,No,65–74 ans
Female,Less than HS,Protestant,Black,Intéressé,Unemployed,No,35–44 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,Yes,18–24 ans
Female,Less than HS,Protestant,White,Intéressé,Unemployed,Yes,18–24 ans
Male,Less than HS,Other,White,Intéressé,Unemployed,No,65–74 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,No,35–44 ans
Male,High School,Jewish,White,Pas intéressé,Working,No,55–64 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,No,75 ans et plus
Female,Less than HS,Protestant,Black,Intéressé,Unemployed,Yes,25–34 ans
Female,Less than HS,Catholic,White,Intéressé,Retired,Yes,35–44 ans
Male,High School,Other,White,Intéressé,Retired,No,25–34 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,35–44 ans
Male,Less than HS,Catholic,White,Intéressé,Homemaker,No,45–54 ans
Female,High School,Protestant,White,Pas intéressé,Other,Yes,55–64 ans
Female,High School,Protestant,White,Intéressé,Unemployed,No,55–64 ans
Female,Less than HS,Protestant,White,Intéressé,Retired,No,75 ans et plus
Male,Less than HS,Catholic,White,Intéressé,Retired,No,55–64 ans
Female,Less than HS,Protestant,White,Intéressé,Other,Yes,25–34 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,No,55–64 ans
Female,High School,Protestant,White,Intéressé,Working,No,25–34 ans
Male,Less than HS,Protestant,White,Pas intéressé,Retired,No,45–54 ans
Female,High School,Protestant,White,Intéressé,Other,No,35–44 ans
Female,High School,Protestant,White,Intéressé,Working,Yes,75 ans et plus
Male,High School,Protestant,White,Pas intéressé,Working,No,35–44 ans
Female,Less than HS,Protestant,White,Intéressé,Unemployed,No,65–74 ans
Female,Less than HS,Catholic,White,Intéressé,Retired,Yes,35–44 ans
Female,Less than HS,Other,White,Intéressé,Other,Yes,25–34 ans
Female,High School,Catholic,White,Pas intéressé,Unemployed,No,75 ans et plus
Male,High School,Protestant,White,Intéressé,Working,Yes,35–44 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,Yes,55–64 ans
Male,High School,Jewish,White,Intéressé,Working,No,45–54 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,25–34 ans
Female,Less than HS,Protestant,White,Pas intéressé,Retired,No,55–64 ans
Female,Less than HS,Protestant,White,Pas intéressé,Retired,No,65–74 ans
Male,High School,Protestant,White,Pas intéressé,Working,No,75 ans et plus
Female,Less than HS,Protestant,White,Intéressé,Other,No,65–74 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,No,55–64 ans
Female,Less than HS,Catholic,White,Intéressé,Unemployed,No,35–44 ans
Female,Less than HS,Protestant,White,Pas intéressé,Working,No,65–74 ans
Female,Less than HS,Catholic,White,Pas intéressé,Unemployed,No,75 ans et plus
Male,High School,Protestant,White,Pas intéressé,Working,No,55–64 ans
Female,High School,Protestant,White,Pas intéressé,Working,No,75 ans et plus
Female,Less than HS,Catholic,White,Intéressé,Unemployed,No,25–34 ans
Female,High School,Protestant,White,Pas intéressé,Unemployed,No,65–74 ans
Male,High School,Protestant,White,Pas intéressé,Working,No,55–64 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,18–24 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,No,75 ans et plus
Male,Less than HS,Catholic,White,Intéressé,Retired,No,55–64 ans
Female,High School,Jewish,White,Intéressé,Working,No,25–34 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,No,35–44 ans
Female,Less than HS,Protestant,White,Pas intéressé,Retired,No,65–74 ans
Male,High School,Catholic,White,Intéressé,Retired,No,55–64 ans
Male,Less than HS,Other,Black,Intéressé,Retired,Yes,65–74 ans
Male,Less than HS,Protestant,Black,Pas intéressé,Retired,No,55–64 ans
Female,High School,Protestant,White,Pas intéressé,Other,No,45–54 ans
Female,High School,Protestant,White,Pas intéressé,Other,No,35–44 ans
Male,High School,Protestant,White,Intéressé,Retired,No,65–74 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,75 ans et plus
Male,Less than HS,Protestant,White,Pas intéressé,Homemaker,No,65–74 ans
Female,Less than HS,Protestant,Black,Intéressé,Other,Yes,65–74 ans
Female,High School,Catholic,White,Pas intéressé,Working,No,25–34 ans
Female,Less than HS,Catholic,White,Intéressé,Other,No,45–54 ans
Male,High School,Protestant,White,Pas intéressé,Working,No,55–64 ans
Male,Less than HS,Jewish,White,Intéressé,Student,Yes,35–44 ans
Male,Less than HS,Protestant,Black,Intéressé,Retired,No,55–64 ans
Female,Less than HS,Protestant,Black,Intéressé,Other,Yes,65–74 ans
Female,Less than HS,Protestant,White,Intéressé,Retired,No,35–44 ans
Male,High School,Protestant,White,Pas intéressé,Retired,No,35–44 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,25–34 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,No,65–74 ans
Female,Less than HS,Catholic,White,Intéressé,Retired,No,18–24 ans
Female,Less than HS,Catholic,White,Intéressé,Other,No,45–54 ans
Female,Less than HS,Protestant,White,Pas intéressé,Retired,Yes,75 ans et plus
Female,Less than HS,Protestant,White,Intéressé,Retired,No,35–44 ans
Male,Less than HS,Protestant,Black,Pas intéressé,Retired,No,35–44 ans
Male,High School,Catholic,White,Intéressé,Working,No,18–24 ans
Female,Less than HS,Catholic,White,Pas intéressé,Other,No,45–54 ans
Male,Less than HS,Protestant,9,Pas intéressé,Retired,No,65–74 ans
Female,High School,Protestant,9,Pas intéressé,Working,No,55–64 ans
Female,High School,Catholic,White,Intéressé,Working,No,55–64 ans
Female,Less than HS,Catholic,White,Intéressé,Retired,Yes,75 ans et plus
Male,High School,Catholic,White,Intéressé,Retired,No,35–44 ans
Female,Less than HS,Protestant,White,Intéressé,Retired,Yes,75 ans et plus
Female,Less than HS,Protestant,Black,Intéressé,Retired,No,25–34 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,No,25–34 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,Yes,65–74 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,25–34 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,No,25–34 ans
Female,High School,Protestant,White,Pas intéressé,Other,No,75 ans et plus
Male,Less than HS,Catholic,White,Intéressé,Retired,No,25–34 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,65–74 ans
Male,High School,Jewish,White,Pas intéressé,Working,No,55–64 ans
Female,High School,Catholic,White,Pas intéressé,Other,No,45–54 ans
Male,High School,Protestant,White,Pas intéressé,Unemployed,No,25–34 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,Yes,55–64 ans
Female,High School,Protestant,White,Pas intéressé,Working,No,75 ans et plus
Male,High School,Catholic,White,Intéressé,Working,No,55–64 ans
Female,Less than HS,Protestant,White,Pas intéressé,Other,No,55–64 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,No,65–74 ans
Female,Less than HS,Protestant,White,Intéressé,Unemployed,No,65–74 ans
Male,Less than HS,Other,White,Intéressé,Retired,Yes,25–34 ans
Female,Less than HS,Protestant,White,Intéressé,Other,Yes,35–44 ans
Female,Less than HS,Jewish,White,Pas intéressé,Unemployed,Yes,55–64 ans
Male,Less than HS,Protestant,White,Pas intéressé,Working,No,35–44 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,Yes,18–24 ans
Female,Less than HS,Protestant,White,Pas intéressé,Retired,Yes,18–24 ans
Male,Less than HS,Protestant,White,Pas intéressé,Retired,No,65–74 ans
Female,Less than HS,Catholic,White,Intéressé,Working,No,75 ans et plus
Female,High School,Protestant,White,Intéressé,Unemployed,Yes,55–64 ans
Female,High School,Other,Other,Intéressé,Working,No,45–54 ans
Male,Less than HS,Protestant,Black,Intéressé,Student,No,35–44 ans
Male,Less than HS,Protestant,White,Pas intéressé,Homemaker,No,45–54 ans
Female,Less than HS,Jewish,White,Pas intéressé,Other,No,75 ans et plus
Male,Less than HS,Protestant,White,Pas intéressé,Homemaker,No,65–74 ans
Female,Less than HS,Protestant,White,Pas intéressé,Retired,No,55–64 ans
Female,High School,Jewish,White,Pas intéressé,Other,No,45–54 ans
Female,Less than HS,Protestant,White,Intéressé,Retired,Yes,25–34 ans
Female,Less than HS,Catholic,White,Pas intéressé,Retired,No,55–64 ans
Male,Less than HS,Protestant,White,Intéressé,Working,No,55–64 ans
Male,Less than HS,Catholic,White,Pas intéressé,Retired,No,35–44 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,45–54 ans
Female,Less than HS,Catholic,White,Intéressé,Other,No,45–54 ans
Male,Less than HS,Protestant,White,Pas intéressé,Working,Yes,75 ans et plus
Female,High School,Protestant,Black,Pas intéressé,Unemployed,No,25–34 ans
Male,Less than HS,Catholic,White,Pas intéressé,Retired,No,55–64 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,65–74 ans
Male,Less than HS,Catholic,Other,Intéressé,Working,Yes,35–44 ans
Male,Less than HS,Protestant,White,Intéressé,Working,No,45–54 ans
Female,High School,Protestant,Other,Intéressé,Working,No,35–44 ans
Female,High School,Protestant,White,Pas intéressé,Other,No,55–64 ans
Male,Less than HS,Protestant,White,Intéressé,Working,Yes,45–54 ans
Male,High School,Protestant,White,Intéressé,Working,No,65–74 ans
Female,Less than HS,Catholic,White,Intéressé,Retired,No,45–54 ans
Female,Less than HS,Catholic,White,Intéressé,Retired,Yes,25–34 ans
Female,Less than HS,Other,White,Intéressé,Retired,Yes,65–74 ans
Female,High School,Other,White,Intéressé,Other,No,25–34 ans
Female,Less than HS,Protestant,Black,Intéressé,Working,No,55–64 ans
Male,Less than HS,Catholic,White,Intéressé,Retired,No,45–54 ans
Male,High School,Catholic,White,Pas intéressé,Unemployed,No,45–54 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,No,35–44 ans
Female,Less than HS,Protestant,White,Intéressé,Other,No,55–64 ans
Female,High School,Protestant,White,Pas intéressé,Unemployed,No,45–54 ans
Male,Less than HS,Protestant,White,Intéressé,Working,No,65–74 ans
Female,Less than HS,Catholic,White,Intéressé,Other,No,65–74 ans
Female,High School,Protestant,White,Intéressé,Retired,Yes,55–64 ans
Female,High School,Protestant,White,Intéressé,Other,No,45–54 ans
Male,High School,Protestant,Black,Pas intéressé,Working,No,25–34 ans
Male,High School,Protestant,White,Pas intéressé,Working,No,55–64 ans
Female,High School,Protestant,Other,Intéressé,Other,No,35–44 ans
Male,Less than HS,Catholic,White,Pas intéressé,Retired,No,55–64 ans
Male,High School,Catholic,White,Pas intéressé,Working,No,25–34 ans
Female,Less than HS,Protestant,White,Intéressé,Retired,Yes,75 ans et plus
Female,Less than HS,Protestant,White,Pas intéressé,Unemployed,No,25–34 ans
Female,Less than HS,Catholic,White,Intéressé,Other,Yes,55–64 ans
Female,Less than HS,Catholic,Other,Intéressé,Other,Yes,45–54 ans
Female,Less than HS,Protestant,White,Intéressé,Unemployed,No,35–44 ans
Male,High School,Protestant,White,Pas intéressé,Working,No,65–74 ans
Male,Less than HS,Protestant,White,Pas intéressé,Working,No,65–74 ans
Female,High School,Protestant,White,Intéressé,Working,No,35–44 ans
Female,Less than HS,Protestant,White,Pas intéressé,Unemployed,No,25–34 ans
Male,High School,Protestant,White,Intéressé,Working,No,45–54 ans
Male,Less than HS,Other,White,Intéressé,Retired,No,65–74 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,Yes,55–64 ans
Female,High School,Protestant,Black,Intéressé,Unemployed,Yes,18–24 ans
Female,High School,Protestant,White,Pas intéressé,Working,No,55–64 ans
Male,High School,Protestant,White,Pas intéressé,Retired,No,25–34 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,Yes,35–44 ans
Male,Less than HS,Protestant,White,Intéressé,Retired,No,65–74 ans
Female,High School,Catholic,White,Intéressé,Working,Yes,25–34 ans
Female,Less than HS,Protestant,White,Intéressé,Other,Yes,25–34 ans
Female,Less than HS,Protestant,Black,Intéressé,Retired,No,18–24 ans
Female,High School,Jewish,White,Intéressé,Unemployed,No,25–34 ans
Female,Less than HS,Catholic,White,Intéressé,Unemployed,No,25–34 ans
Female,Less than HS,Catholic,White,Intéressé,Other,No,35–44 ans
Male,Less than HS,Protestant,Black,Pas intéressé,Retired,No,45–54 ans
Female,Less than HS,Protestant,White,Intéressé,Other,Yes,25–34 ans
Male,Less than HS,Catholic,White,Pas intéressé,Retired,No,55–64 ans
